acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.947,"['Wolfgang Amadeus Mozart', 'Karl Böhm', 'Staatskapelle Dresden']",0.25,581013,0.181,0,5BnLJA44jNfBBA9FPfgrkV,0.0776,4,0.274,-17.617,1,"Mozart: Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": II. Adagio",0,1935,0.0436,132.546,0.141,1935
0.526,['Эрнест Хемингуэй'],0.7190000000000001,102183,0.158,1,5CYbeDfMVDtmeSBYHnPhlj,0.0,11,0.113,-16.965999999999998,0,Часть 54.4 & Часть 55.1 - Зеленые холмы Африки,0,1935,0.893,110.161,0.8490000000000001,1935
0.312,['Эрнест Хемингуэй'],0.7859999999999999,97600,0.111,1,5DTPaXdLbZI8MihHsuDKjn,0.0,7,0.274,-17.775,1,Часть 4.3 - Зеленые холмы Африки,0,1935,0.903,103.285,0.6920000000000001,1935
0.674,"['Sinclair Lewis', 'Frank Arnold']",0.7170000000000001,329601,0.247,0,5DfV1EzC0BRoll1sCuMB4j,0.0,5,0.476,-15.863,0,"Das ist bei uns nicht möglich, Kapitel 60",0,1935,0.954,128.767,0.489,1935
0.968,['Lead Belly'],0.589,281078,0.383,0,5DtPYDt4rEBfcH2KD2rmlA,0.042,8,0.165,-10.225,1,Matchbox Blues (141-B),0,1935,0.34,82.538,0.7190000000000001,1935
0.987,"['Samuel Barber', 'Leontyne Price']",0.278,46173,0.529,0,5ELjsbRazvfjdRDKWESvJM,0.000257,1,0.6729999999999999,-21.451,1,"Hermit Songs, Op. 29: Promiscuity",0,1935,0.589,203.133,0.838,1935
0.981,['Lead Belly'],0.602,182282,0.488,0,5EVQBCdoCVmpQV4lfRLsQg,0.0030800000000000003,8,0.16699999999999998,-10.390999999999998,1,Death Letter Blues - Part 2 (Take 1),0,1935,0.0472,151.15200000000004,0.621,1935
0.988,['Marianne Oswald'],0.626,196840,0.052000000000000005,0,5EnN9J6MwBszuNOWMiBRgS,4.64e-06,6,0.107,-19.774,0,Jeu De Massacre,0,1935,0.087,85.68299999999998,0.354,1935
0.416,['Эрнест Хемингуэй'],0.72,110724,0.16899999999999998,1,5F9gPPANODjnb7IGi95Kgb,0.0,11,0.114,-16.962,0,Часть 51.4 & Часть 52.1 - Зеленые холмы Африки,0,1935,0.911,126.277,0.758,1935
0.598,"['Sinclair Lewis', 'Frank Arnold']",0.634,260377,0.208,0,5FYELmJG1ukQH3idciaVf6,0.0,7,0.449,-19.325,1,"Das ist bei uns nicht möglich, Kapitel 184",0,1935,0.961,85.458,0.466,1935
0.991,"['Margarita Cueto', 'Juan Arvizu']",0.379,172225,0.177,0,5GSYJMNiezq1egJC6zo13A,9.72e-06,7,0.16399999999999998,-12.954,1,Colombina,0,1935-01-01,0.0426,111.254,0.173,1935
0.294,['Эрнест Хемингуэй'],0.69,114600,0.211,1,5GU1tlVvAfZaj1Cg67iFH2,0.0,7,0.41,-14.16,1,Часть 69.3 - Зеленые холмы Африки,0,1935,0.893,99.678,0.674,1935
0.166,['Эрнест Хемингуэй'],0.725,99900,0.13699999999999998,1,5Gt4ob7gpoNJVX3wKLXE3V,0.0,7,0.332,-18.865,1,Часть 95.3 - Зеленые холмы Африки,0,1935,0.943,125.284,0.73,1935
0.969,"['Wolfgang Amadeus Mozart', 'Karl Böhm', 'Staatskapelle Dresden']",0.249,266400,0.0862,0,5HnpCNszzXQTlIgHtSneuQ,0.385,8,0.18,-20.471,1,"Mozart: Horn Concerto No. 3 in E-Flat Major, K. 447: II. Romance. Larghetto",0,1935,0.0366,72.751,0.209,1935
0.958,"['Franz Joseph Haydn', 'Pro Arte Quartet']",0.307,340947,0.0801,0,5IC43ZAlcPcSdh9AWnfX2F,0.0409,9,0.3670000000000001,-17.726,1,"Haydn: String Quartet No. 44 in E Major, Op. 54 No. 3, Hob. III, 59: II. Largo cantabile",0,1935,0.0421,75.475,0.313,1935
0.856,"['Ludwig van Beethoven', 'New York Philharmonic', 'Arturo Toscanini']",0.373,423467,0.219,0,3v7SEXkdNYWSmEdvpoyVOf,0.224,2,0.292,-15.594,1,"Symphony No. 7 in A Major, Op. 92: III. Presto - Assai meno presto",0,1936,0.0681,126.912,0.428,1936
0.774,"['Ludwig van Beethoven', 'New York Philharmonic', 'Leonard Bernstein']",0.28600000000000003,281760,0.118,0,41fhkre5Hgw18BcuEXHk73,0.677,5,0.103,-18.132,1,"Symphony No. 8 in F Major, Op. 93: III. Tempo di menuetto",0,1936,0.0338,119.925,0.27,1936
0.901,"['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",0.244,425107,0.187,0,48VzpQYEWWWyM2uUGysrw4,0.924,0,0.0904,-17.768,1,"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio",0,1936,0.035,99.511,0.175,1936
0.978,"['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Herbert von Karajan']",0.324,446000,0.339,0,4EafdWyeDb7Xlvhs7Xgca8,0.875,0,0.138,-14.29,0,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",0,1936,0.0491,100.55,0.242,1936
0.912,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.407,332920,0.314,0,4QXdztFKUBJid2MhfOul6L,0.6679999999999999,3,0.091,-18.495,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": III. Scherzo (Allegro vivace)",0,1936,0.107,80.939,0.338,1936
0.961,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.361,332467,0.158,0,4T95kvlt4y9d8Ty3aaxTqI,0.87,10,0.141,-11.942,1,"Symphony No. 4 in B-Flat Major, Op. 60: III. Allegro vivace",0,1936,0.0326,75.906,0.173,1936
0.992,"['Jeanette Mcdonald', 'Allan Jones']",0.28800000000000003,115953,0.363,0,4XdccXdbwuRNwULdZfDIVn,0.805,8,0.223,-11.148,0,Tosca,0,1936-07-25,0.0376,67.846,0.241,1936
0.964,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.243,534587,0.104,0,4YyIiKxpXpCxuBAH4tGx5p,0.7440000000000001,3,0.106,-17.171,1,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio",0,1936,0.0386,73.819,0.0873,1936
0.934,"['Ludwig van Beethoven', 'Tilla Briem', 'Elisabeth Höngen', 'Peter Anders', 'Rudolf Watzke', 'Choeur Bruno Kittel', 'Berliner Philharmoniker', 'Wilhelm Furtwängler']",0.234,1038400,0.408,0,4dyXvYZcD49SLZ7zzpDBMV,0.6859999999999999,10,0.117,-9.846,1,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": I. Allegro ma non troppo, un poco maestoso",0,1936,0.0368,135.379,0.103,1936
0.978,"['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",0.133,981093,0.0648,0,4nGeicn6SM1AjvXbra6PzV,0.8640000000000001,0,0.106,-19.207,0,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": II. Marcia funebre (Adagio assai)",0,1936,0.0391,77.093,0.037000000000000005,1936
0.887,"['Ludwig van Beethoven', 'Chicago Symphony Orchestra', 'Fritz Reiner']",0.31,417720,0.211,0,4p5b6f76shQR8eP0x39iyK,0.858,2,0.132,-17.175,1,"Symphony No. 7 in A Major, Op. 92: III. Presto - Assai meno presto",0,1936,0.0541,91.799,0.212,1936
0.99,"['Ludwig van Beethoven', 'Elisabeth Schwarzkopf', 'Elisabeth Höngen', 'Hans Hopf', 'Otto Edelmann', 'Bayreuth Festival Orchestra', 'Wilhelm Furtwängler']",0.435,720400,0.29,0,50JXQWJRlE7tm6PfRB6Mzn,0.851,0,0.135,-16.26,1,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": II. Molto vivace - Presto",0,1936,0.0527,124.573,0.292,1936
0.5,"['Ludwig van Beethoven', 'New York Philharmonic', 'Leonard Bernstein']",0.258,580227,0.258,0,54SJyUHr4ExLs9RpPKwLFA,0.861,5,0.0761,-16.283,1,"Symphony No. 8 in F Major, Op. 93: I. Allegro vivace e con brio",0,1936,0.0347,153.41299999999995,0.315,1936
0.76,"['Ludwig van Beethoven', 'New York Philharmonic', 'Arturo Toscanini']",0.376,678893,0.25,0,54xmWLM6RedoTLJiia9MJD,0.389,9,0.0893,-13.416,1,"Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto - Vivace",0,1936,0.0451,110.841,0.267,1936
0.857,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.209,706787,0.211,0,5AKY6umdPJLrBEINBj61uG,0.8170000000000001,5,0.0947,-11.285,1,"Symphony No. 4 in B-Flat Major, Op. 60: I. Adagio - Allegro vivace",0,1936,0.0354,67.333,0.21,1936
0.871,"['Ludwig van Beethoven', 'New York Philharmonic', 'Arturo Toscanini']",0.158,514400,0.0746,0,5ASBfpKxvSV7uzro5NZ2c2,0.0452,9,0.14,-19.061,0,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",0,1936,0.0464,72.538,0.0736,1936
0.961,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.115,849760,0.0492,0,5DMZEqlrPkdesUQvlTphC3,0.6579999999999999,5,0.118,-24.034,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": II. Scene am Bach (Andante molto moto)",0,1936,0.0459,83.28200000000002,0.0559,1936
0.897,"['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",0.27,369853,0.251,0,5Ftg3p47SGG477ADYtFDv7,0.907,2,0.151,-15.368,1,"Symphony No. 2 in D Major, Op. 36: IV. Allegro molto",0,1936,0.0362,152.537,0.393,1936
0.995,"['Jeanette MacDonald', 'Nelson Eddy']",0.282,188020,0.373,0,5GmosPftgbvGStbgOJJhiy,0.805,6,0.256,-11.475,0,Finale,0,1936-07-25,0.0419,71.75,0.0842,1936
0.8959999999999999,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.371,419067,0.328,0,5ImIZFcTj0dW7wauXAGiGi,0.882,5,0.335,-14.004,1,"Symphony No. 4 in B-Flat Major, Op. 60: IV. Allegro ma non troppo",0,1936,0.0456,140.958,0.481,1936
0.975,"['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",0.14,866027,0.0777,0,5KxrxkTrjgEmAt7erJdg2o,0.897,3,0.104,-17.533,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",0,1936,0.0351,70.169,0.101,1936
0.911,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Willem Mengelberg']",0.394,509147,0.0784,0,5NLVJJvpTKPzeY75UpwGsT,0.654,5,0.114,-20.295,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Allegro ma non troppo)",0,1936,0.0369,128.269,0.364,1936
0.979,['Nelson Eddy'],0.458,242959,0.75,0,5Oe0OzzaAdONrZOUcQcygk,0.516,9,0.256,-8.521,1,The Mounties,0,1936-07-25,0.206,70.626,0.29600000000000004,1936
0.836,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.313,561507,0.183,0,5P3S4RWjamvpPiost5qPKA,0.48,5,0.0856,-13.124,1,"Symphony No. 4 in B-Flat Major, Op. 60: I. Adagio - Allegro vivace",0,1936,0.0421,143.338,0.235,1936
0.76,"['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",0.35,375173,0.229,0,5SKvH8lCss3S38tbpvn3N6,0.74,0,0.0968,-18.256,1,"Symphony No. 1 in C Major, Op. 21: IV. Finale (Adagio - Allegro molto e vivace)",0,1936,0.0384,140.933,0.338,1936
0.6459999999999999,"['Ludwig van Beethoven', 'Chicago Symphony Orchestra', 'Fritz Reiner']",0.289,413507,0.326,0,5VZ404K28FeqFMzzvLm8PV,0.919,9,0.0837,-14.919,1,"Symphony No. 7 in A Major, Op. 92: IV. Allegro con brio",0,1936,0.0375,74.831,0.349,1936
0.986,['Jeanette MacDonald'],0.544,42769,0.0949,0,5Wqi0VztZFJTW3kJ4ht9oV,0.00391,6,0.612,-14.587,1,Three Blind Mice,0,1936-07-25,0.17,98.044,0.326,1936
0.966,"['Ludwig van Beethoven', 'Philharmonia Orchestra', 'Herbert von Karajan']",0.139,704853,0.0934,0,5dL2giS6apVr8YOPcX0Dk8,0.931,3,0.0999,-17.660999999999994,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": IV. Finale (Allegro molto)",0,1936,0.0418,63.328,0.127,1936
0.991,['Nelson Eddy'],0.295,155068,0.396,0,5dqBhtvIo0mgx7USFLqlBc,0.162,1,0.0892,-6.8279999999999985,1,Just for You,0,1936-07-25,0.0398,129.957,0.259,1936
0.958,"['Ludwig van Beethoven', 'Tilla Briem', 'Elisabeth Höngen', 'Peter Anders', 'Rudolf Watzke', 'Choeur Bruno Kittel', 'Berliner Philharmoniker', 'Wilhelm Furtwängler']",0.329,681880,0.407,0,5ixi3wl1ODHv7cR9c3ZzvB,0.8490000000000001,2,0.0761,-15.163,1,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": II. Molto vivace - Presto",0,1936,0.0541,135.713,0.382,1936
0.7959999999999999,"['Ludwig van Beethoven', 'London Symphony Orchestra', 'Felix Weingartner']",0.318,585560,0.136,0,5qnr8KyFGpgImVctQD0n0M,0.467,2,0.0939,-17.831,1,"Symphony No. 2 in D Major, Op. 36: I. Adagio molto - Allegro con brio",0,1936,0.0351,92.536,0.185,1936
0.991,"['Jeanette MacDonald', 'Nelson Eddy']",0.264,152100,0.409,0,5ylI4QV6h7sd4SCQtHjuAK,0.249,6,0.317,-10.306,1,Indian Love Call (Duet),0,1936-07-25,0.0392,130.649,0.13,1936
0.929,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.394,426693,0.431,0,62mli6o303SCPDlGoSO9Zr,0.914,10,0.33,-11.116,1,"Symphony No. 4 in B-Flat Major, Op. 60: IV. Allegro ma non troppo",0,1936,0.0382,136.66899999999998,0.486,1936
0.958,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Josef Krips']",0.298,343107,0.131,0,66MeNd20vTzSaEs2FGIujV,0.7490000000000001,10,0.12,-13.947,1,"Symphony No. 4 in B-Flat Major, Op. 60: III. Allegro vivace",0,1936,0.0424,148.113,0.218,1936
0.993,['Jeanette Mcdonald'],0.555,205729,0.524,0,6Bm4OT48ZPmyGTMieJIJ6q,0.0435,8,0.557,-9.133,0,"Pardon Me, Madame",0,1936-07-25,0.119,79.207,0.537,1936
0.948,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.304,839400,0.16,0,6Pq0FUo2ipHBZXePUXi3qY,0.588,10,0.0707,-14.657,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",0,1936,0.0403,77.197,0.138,1936
0.992,['Jeanette MacDonald'],0.217,205975,0.35,0,6RCbTtaOhlFlBubpNtkyqK,0.139,2,0.237,-10.092,1,Indian Love Call,0,1936-07-25,0.0429,90.883,0.234,1936
0.974,"['Robe', 'Chorus']",0.368,231573,0.882,0,6RrQcjCdW8gaMst4H1VTfg,0.8809999999999999,3,0.244,-8.177999999999999,0,Totem Tom-Tom,0,1936-07-25,0.0745,127.933,0.254,1936
0.977,"['Ludwig van Beethoven', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.209,564987,0.133,0,6Z5lc5Oh20uAXbMWv1gVHI,0.743,3,0.127,-15.993,1,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio",0,1936,0.0378,68.465,0.0712,1936
0.907,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.319,674347,0.184,0,6mZ9S6juz1Qh2rPxLu4GYN,0.4370000000000001,3,0.337,-13.941,1,"Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": IV. Finale (Allegro molto)",0,1936,0.0433,138.00799999999998,0.189,1936
0.904,"['Ludwig van Beethoven', 'Royal Philharmonic Orchestra', 'Hermann Scherchen']",0.489,234800,0.0495,0,6nqVRqnHIbeSZZnEMn41F4,0.0602,10,0.0666,-23.352,1,"Symphony No. 8 in F Major, Op. 93: II. Allegretto scherzando",0,1936,0.0404,171.105,0.457,1936
0.828,"['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",0.45,337333,0.29100000000000004,0,6wQIV4Une9BkpHaKn1fdVB,0.51,7,0.139,-13.437,1,"Symphony No. 1 in C Major, Op. 21: IV. Finale (Adagio - Allegro molto e vivace)",0,1936,0.0922,78.221,0.484,1936
0.863,"['Ludwig van Beethoven', 'Columbia Symphony Orchestra', 'Bruno Walter']",0.326,226160,0.163,0,70BTT7u5Q3d8FJ72PDjsI3,0.8009999999999999,0,0.0539,-19.817,1,"Symphony No. 1 in C Major, Op. 21: III. Menuetto (Allegro molto e vivace)",0,1936,0.101,155.687,0.127,1936
0.941,"['Ludwig van Beethoven', 'Royal Philharmonic Orchestra', 'René Leibowitz']",0.112,536573,0.0289,0,70x2WexcTgYD3JG0VS7NIq,0.498,8,0.067,-22.892,1,"Symphony No. 5 in C Minor, Op. 67: II. Andante con moto",0,1936,0.0383,83.34100000000002,0.0705,1936
0.959,"['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Herbert von Karajan']",0.325,297680,0.16399999999999998,0,75n70AbHfZeGxYtiWOcvWj,0.613,0,0.4970000000000001,-17.04,1,"Symphony No. 5 in C Minor, Op. 67: III. Scherzo (Allegro)",0,1936,0.0467,84.765,0.284,1936
0.903,"['Ludwig van Beethoven', 'Royal Philharmonic Orchestra', 'René Leibowitz']",0.309,277413,0.0875,0,7E174pvu3AzG552ihemDDA,0.84,5,0.404,-21.045,0,"Symphony No. 5 in C Minor, Op. 67: III. Scherzo (Allegro)",0,1936,0.0393,134.31799999999998,0.21600000000000005,1936
0.8290000000000001,"['Ludwig van Beethoven', 'NBC Symphony Orchestra', 'Arturo Toscanini']",0.3670000000000001,485853,0.223,0,7cagKMl51QQ8qWH8QnQm9N,0.8809999999999999,0,0.141,-12.396,1,"Symphony No. 1 in C Major, Op. 21: I. Adagio molto - Allegro con brio",0,1936,0.04,115.15,0.321,1936
0.948,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Willem Mengelberg']",0.4270000000000001,334213,0.119,0,7enSqUvkbKCvuv3HPuhFG4,0.0805,5,0.131,-20.554,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute (Allegro)",0,1936,0.0468,139.862,0.51,1936
0.963,"['Ludwig van Beethoven', 'Wilma Lipp', 'Marga Höffgen', 'Murray Dickie', 'Gottlob Frick', 'Chorale Elisabeth Brasseur', 'Orchestre De La Société Des Concerts Du Conservatoire', 'Carl Schuricht']",0.335,678667,0.359,0,7i2kO7moICtUeY7kNh0STg,0.873,2,0.173,-16.847,0,"Symphony No. 9 in D Minor, Op. 125 ""Ode to Joy"": II. Molto vivace - Presto",0,1936,0.0481,84.554,0.398,1936
0.927,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.345,553880,0.0865,0,7mLc3T335KERsMts7LAKA5,0.6509999999999999,5,0.117,-17.585,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Allegro ma non troppo)",0,1936,0.0369,117.366,0.237,1936
0.956,"['Ludwig van Beethoven', 'Concertgebouworkest', 'Erich Kleiber']",0.363,313800,0.122,0,7n464SNnIopih8qPrtmTIE,0.327,5,0.206,-16.58,1,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute (Allegro)",0,1936,0.0591,154.33,0.428,1936
0.8740000000000001,"['Ludwig van Beethoven', 'Chicago Symphony Orchestra', 'Fritz Reiner']",0.247,539960,0.05,0,7nkCaCKivy3Y7WhRtX0Mvt,0.7490000000000001,4,0.0696,-20.628,0,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",0,1936,0.0377,132.64600000000002,0.044,1936
0.994,"['Jeanette MacDonald', 'Gilda Gray']",0.407,307337,0.789,0,7vrkLLH4fFGN1rdKkAD1I0,0.7070000000000001,4,0.917,-8.844,1,"Dinah, Some of These Days",0,1936-07-25,0.498,113.977,0.774,1936
0.989,"['Allan Jones', 'Jeanette Mcdonald']",0.35200000000000004,406223,0.465,0,7wiUKiHMiiq8ewBOi0T0Gr,0.0621,11,0.825,-9.459,1,Capulet's Ball,0,1936-07-25,0.0597,118.94,0.339,1936
0.947,"['Roza Eskenazi', 'Nikos Karakostas']",0.59,196093,0.441,0,2KRTqKtjAetLgzZi4YJWfo,0.191,3,0.214,-8.765,0,Stazoun ta keramidia sou,0,1940-01-01,0.0445,77.988,0.411,1940
0.904,"['Francisco Canaro', 'Ernesto Fama']",0.737,177480,0.557,0,2KeiqgScES5dOL8E6XjOfZ,0.00193,3,0.0654,-4.709,1,Radio Amor - Remasterizado,0,1940-01-24,0.0473,131.35299999999998,0.93,1940
0.252,['Эрнест Хемингуэй'],0.75,105300,0.153,1,2KfrhuYqzBOryBUK6q0mHS,0.0,0,0.393,-16.563,1,Часть 98.3 - По ком звонит колокол,0,1940,0.95,60.051,0.602,1940
0.965,['Kalanidhi Rathin Ghosh'],0.295,198627,0.34600000000000003,0,2L2W1PS5nc3fftA4UCyTev,0.0,1,0.141,-12.177,0,Radhar Ki Holo Antare Byatha,0,1940-12-01,0.0585,82.39200000000002,0.476,1940
0.905,['Marika Kanaropoulou'],0.642,199533,0.32,0,2LDNfq50I2drGWzFPvXYC3,0.0,2,0.0969,-8.493,1,Vale me stin agkalia sou,0,1940-01-01,0.0711,122.134,0.69,1940
0.6990000000000001,['Эрнест Хемингуэй'],0.72,113771,0.115,1,2LHy4be3NDR94aR6jGqReE,0.0,11,0.5760000000000001,-20.152,0,Часть 137.3 - По ком звонит колокол,0,1940,0.947,111.392,0.542,1940
0.983,"['Giorgos Papasideris', 'Vaios', 'Malliaras', 'Klarino']",0.35600000000000004,212493,0.446,0,2LftAAmFTIOR74EBIEbvMF,0.242,10,0.374,-9.0,1,Platanos,0,1940-01-01,0.0765,189.951,0.918,1940
0.953,['Giorgos Papasideris'],0.489,199973,0.36,0,2LlUv3n3vQRlHJeOqftV2M,0.056,1,0.0569,-9.025,1,Apopse den koimithika,1,1940-01-01,0.0327,105.991,0.308,1940
0.977,"['Kostas Roukounas', 'I. Ogdontakis', 'Violi']",0.45,196547,0.4370000000000001,0,2Llzs2lsFqz4U5iFqG3cAp,0.939,7,0.274,-14.698,1,Ta koritsia tis Livadias,0,1940-01-01,0.11,90.22,0.7240000000000001,1940
0.856,['Saltoy Maria'],0.442,309000,0.403,0,2M9RZU1pBT1rnEgQHKMS2o,0.000851,0,0.324,-11.164,1,Osa kinteria ston ntounia,0,1940-01-01,0.0335,100.543,0.71,1940
0.281,['Эрнест Хемингуэй'],0.647,96100,0.0967,1,2MJzZ60Ma8dgJhHmwJnmX4,0.0,6,0.598,-22.399,0,Часть 78.2 - По ком звонит колокол,0,1940,0.955,149.003,0.625,1940
0.985,['Mixalis Xatzis'],0.52,174160,0.555,0,2MaRcIk0JPF0xEomQfqUE4,0.911,6,0.156,-10.491,0,To ksenaki,0,1940-01-01,0.0456,104.782,0.8909999999999999,1940
0.993,['Dimitris Mpenetos'],0.5539999999999999,194307,0.191,0,2McSwkCoGyWnLqrfPye09V,0.662,0,0.13,-16.688,1,Stolizetai mia melaxrini,0,1940-01-01,0.0469,108.806,0.899,1940
0.113,['The Cotton Candy Blues Band'],0.7070000000000001,119759,0.399,0,2NGzQCGAyUXb4THolii8Bk,0.215,7,0.308,-12.086,1,Key to the highway,0,1940,0.0354,103.729,0.477,1940
0.995,['Rita Ampatzi'],0.5720000000000001,196880,0.211,0,2NHqr3Co6cn7rbhukP1it7,0.8809999999999999,4,0.11,-14.401,0,Tha pernao opos kai prota,0,1940-01-01,0.112,79.227,0.901,1940
0.989,['Giorgos Papasideris'],0.397,203827,0.299,0,2NPfhRPcRkG8EKqxOdDECk,0.0562,5,0.378,-10.559,1,Dervenakia,0,1940-01-01,0.0422,62.684,0.456,1940
0.992,"['Anonymous', 'Thomanerchor Leipzig', 'Günther Ramin']",0.324,160525,0.133,0,2NYkKaHJ10zcz6Xl6QK7nE,1.68e-06,8,0.405,-20.507,0,O Jesulein zart,0,1940-05-06,0.0539,105.705,0.0921,1940
0.986,['周璇'],0.63,184840,0.268,0,2NhVBq1A6rdxJ0Al30ueFc,0.00429,8,0.135,-10.917,1,凱旋歌,1,1940-02-01,0.0305,110.15,0.794,1940
0.985,"['Georgia Mitaki', 'Giorgos Anestopoulos']",0.5489999999999999,215733,0.489,0,2NvPZsIdFGvSkrs99BicHu,0.411,10,0.15,-10.287,1,O tseligkas simpetheriazei,0,1940-01-01,0.035,104.855,0.632,1940
0.994,['Georgia Mitaki'],0.345,204947,0.453,0,2O7IydEOaKEf6aoa73W2du,0.89,0,0.136,-10.737,1,Giati mas adiases Diamanto,0,1940-01-01,0.0398,69.04,0.816,1940
0.992,['Luciano Tajoli'],0.278,215954,0.0135,0,2OLnCsT6qis0heVMgjIJXC,0.0914,1,0.146,-24.407,1,Stornellata Romana,0,1940-06-29,0.044,75.27600000000002,0.322,1940
0.979,['Georgia Mitaki'],0.402,189093,0.519,0,2OQid8yLOzjfxKuF0FOMet,0.904,6,0.405,-11.164,1,Megareitissa,0,1940-01-01,0.0523,82.464,0.608,1940
0.993,"['Rita Ampatzi', 'Kostas', 'Giaoyzos', 'Klarino']",0.449,194693,0.231,0,2OcfxrGIdFFWW30MkCWEA0,0.922,11,0.11,-15.589,0,Mia konti kontoyla,0,1940-01-01,0.0498,112.41,0.392,1940
0.96,['Anuradha Paudwal'],0.547,203170,0.228,0,2OwkpxK4xTOUW2vus3Koct,0.00203,7,0.809,-12.265999999999998,1,Mere Jeevan Ke Saathi,0,1940-12-31,0.0608,113.984,0.614,1940
0.664,['Эрнест Хемингуэй'],0.7020000000000001,95193,0.0836,1,2OxoJ6Shkho5KNQ3n8NFWa,0.0,0,0.44,-21.473000000000006,1,Часть 116.3 & Часть 117.1 - По ком звонит колокол,0,1940,0.949,106.31,0.5720000000000001,1940
0.942,['Rita Ampatzi'],0.298,207773,0.333,0,2P9nlEA7NIVU5vQiMN2IRb,0.0034200000000000003,1,0.17600000000000002,-10.732,1,Lafina,0,1940-01-01,0.0389,98.839,0.208,1940
0.99,"['Nilla Pizzi', 'Duo Fasano']",0.35,204069,0.0498,0,2PPe5Ne0EZXp2bvp8Y9E8p,0.906,7,0.179,-24.64,1,Buonanotte ai bimbi del mondo,0,1940-07-04,0.0455,130.796,0.215,1940
0.108,['Эрнест Хемингуэй'],0.595,97080,0.0648,1,2PZXMuukOz1l6STwKcAuz2,0.0,7,0.35700000000000004,-27.66,1,Часть 31.4 & Часть 32.1 - По ком звонит колокол,0,1940,0.961,173.68599999999995,0.478,1940
0.542,['Эрнест Хемингуэй'],0.6659999999999999,105800,0.131,1,2PiDBjA7UJ5pURKTH8wGin,0.0,0,0.447,-21.917,1,Часть 171.3 - По ком звонит колокол,0,1940,0.96,148.554,0.584,1940
0.952,"['Francisco Canaro', 'Ernesto Fama']",0.609,172587,0.467,0,2PlD65Dah3WyhKxmG4dYJX,0.408,2,0.366,-8.419,1,Estrellita Mia - Remasterizado,0,1940-01-24,0.0406,103.787,0.792,1940
