year,origin_region,origin,academic_type,students
2006/07,Oceania,Niue,Undergraduate,1
2006/07,Oceania,Norfolk Island,Graduate,0
2006/07,Oceania,Norfolk Island,Non-Degree,0
2006/07,Oceania,Norfolk Island,OPT,0
2006/07,Oceania,Norfolk Island,Undergraduate,0
2006/07,Oceania,"Pacific Islands, Unspecified",Graduate,0
2006/07,Oceania,"Pacific Islands, Unspecified",Non-Degree,0
2006/07,Oceania,"Pacific Islands, Unspecified",OPT,0
2006/07,Oceania,"Pacific Islands, Unspecified",Undergraduate,0
2006/07,Oceania,Palau,Graduate,1
2006/07,Oceania,Palau,Non-Degree,1
2006/07,Oceania,Palau,OPT,0
2006/07,Oceania,Palau,Undergraduate,20
2006/07,Oceania,Papua New Guinea,Graduate,7
2006/07,Oceania,Papua New Guinea,Non-Degree,0
2006/07,Oceania,Papua New Guinea,OPT,0
2006/07,Oceania,Papua New Guinea,Undergraduate,20
2006/07,Oceania,Samoa,Graduate,6
2006/07,Oceania,Samoa,Non-Degree,0
2006/07,Oceania,Samoa,OPT,3
2006/07,Oceania,Samoa,Undergraduate,18
2006/07,Oceania,Solomon Islands,Graduate,4
2006/07,Oceania,Solomon Islands,Non-Degree,0
2006/07,Oceania,Solomon Islands,OPT,0
2006/07,Oceania,Solomon Islands,Undergraduate,2
2006/07,Oceania,Tonga,Graduate,13
2006/07,Oceania,Tonga,Non-Degree,0
2006/07,Oceania,Tonga,OPT,2
2006/07,Oceania,Tonga,Undergraduate,32
2006/07,Oceania,Tuvalu,Graduate,0
2006/07,Oceania,Tuvalu,Non-Degree,0
2006/07,Oceania,Tuvalu,OPT,1
2006/07,Oceania,Tuvalu,Undergraduate,2
2006/07,Oceania,Vanuatu,Graduate,1
2006/07,Oceania,Vanuatu,Non-Degree,1
2006/07,Oceania,Vanuatu,OPT,0
2006/07,Oceania,Vanuatu,Undergraduate,3
2006/07,Oceania,Wallis and Futuna,Graduate,1
2006/07,Oceania,Wallis and Futuna,Non-Degree,0
2006/07,Oceania,Wallis and Futuna,OPT,0
2006/07,Oceania,Wallis and Futuna,Undergraduate,1
2006/07,South America,Argentina,Graduate,1513
2006/07,South America,Argentina,Non-Degree,110
2006/07,South America,Argentina,OPT,251
2006/07,South America,Argentina,Undergraduate,939
2006/07,South America,Bolivia,Graduate,246
2006/07,South America,Bolivia,Non-Degree,44
2006/07,South America,Bolivia,OPT,50
2006/07,South America,Bolivia,Undergraduate,653
2006/07,South America,Brazil,Graduate,2653
2006/07,South America,Brazil,Non-Degree,475
2006/07,South America,Brazil,OPT,478
2006/07,South America,Brazil,Undergraduate,3520
2006/07,South America,Chile,Graduate,888
2006/07,South America,Chile,Non-Degree,135
2006/07,South America,Chile,OPT,110
2006/07,South America,Chile,Undergraduate,437
2006/07,South America,Colombia,Graduate,2796
2006/07,South America,Colombia,Non-Degree,450
2006/07,South America,Colombia,OPT,473
2006/07,South America,Colombia,Undergraduate,3031
2006/07,South America,Ecuador,Graduate,561
2006/07,South America,Ecuador,Non-Degree,122
2006/07,South America,Ecuador,OPT,148
2006/07,South America,Ecuador,Undergraduate,1380
2006/07,South America,Falkland Islands/Islas Malvinas,Graduate,1
2006/07,South America,Falkland Islands/Islas Malvinas,Non-Degree,0
2006/07,South America,Falkland Islands/Islas Malvinas,OPT,0
2006/07,South America,Falkland Islands/Islas Malvinas,Undergraduate,32
2006/07,South America,French Guiana,Graduate,0
2006/07,South America,French Guiana,Non-Degree,0
2006/07,South America,French Guiana,OPT,0
2006/07,South America,French Guiana,Undergraduate,2
2006/07,South America,Guyana,Graduate,103
2006/07,South America,Guyana,Non-Degree,5
2006/07,South America,Guyana,OPT,21
2006/07,South America,Guyana,Undergraduate,214
2006/07,South America,Paraguay,Graduate,93
2006/07,South America,Paraguay,Non-Degree,21
2006/07,South America,Paraguay,OPT,19
2006/07,South America,Paraguay,Undergraduate,207
2006/07,South America,Peru,Graduate,1339
2006/07,South America,Peru,Non-Degree,156
2006/07,South America,Peru,OPT,256
2006/07,South America,Peru,Undergraduate,1950
2006/07,South America,"South America, Unspecified",Graduate,0
2006/07,South America,"South America, Unspecified",Non-Degree,0
2006/07,South America,"South America, Unspecified",OPT,0
2006/07,South America,"South America, Unspecified",Undergraduate,0
2006/07,South America,Suriname,Graduate,28
2006/07,South America,Suriname,Non-Degree,0
2006/07,South America,Suriname,OPT,6
2006/07,South America,Suriname,Undergraduate,67
2006/07,South America,Uruguay,Graduate,247
2006/07,South America,Uruguay,Non-Degree,18
2006/07,South America,Uruguay,OPT,33
2006/07,South America,Uruguay,Undergraduate,178
2006/07,South America,Venezuela,Graduate,1187
2006/07,South America,Venezuela,Non-Degree,296
2006/07,South America,Venezuela,OPT,349
2006/07,South America,Venezuela,Undergraduate,2691
2006/07,South and Central Asia,Afghanistan,Graduate,55
2006/07,South and Central Asia,Afghanistan,Non-Degree,38
2006/07,South and Central Asia,Afghanistan,OPT,8
2006/07,South and Central Asia,Afghanistan,Undergraduate,167
2006/07,South and Central Asia,Bangladesh,Graduate,1223
2006/07,South and Central Asia,Bangladesh,Non-Degree,23
2006/07,South and Central Asia,Bangladesh,OPT,233
2006/07,South and Central Asia,Bangladesh,Undergraduate,931
2006/07,South and Central Asia,Bhutan,Graduate,41
2006/07,South and Central Asia,Bhutan,Non-Degree,2
2006/07,South and Central Asia,Bhutan,OPT,3
2006/07,South and Central Asia,Bhutan,Undergraduate,37
2006/07,South and Central Asia,India,Graduate,59570
2006/07,South and Central Asia,India,Non-Degree,979
2006/07,South and Central Asia,India,OPT,10703
2006/07,South and Central Asia,India,Undergraduate,12581
2006/07,South and Central Asia,Kazakhstan,Graduate,360
2006/07,South and Central Asia,Kazakhstan,Non-Degree,49
2006/07,South and Central Asia,Kazakhstan,OPT,34
2006/07,South and Central Asia,Kazakhstan,Undergraduate,769
2006/07,South and Central Asia,Kyrgyzstan,Graduate,91
2006/07,South and Central Asia,Kyrgyzstan,Non-Degree,20
2006/07,South and Central Asia,Kyrgyzstan,OPT,12
2006/07,South and Central Asia,Kyrgyzstan,Undergraduate,86
2006/07,South and Central Asia,Maldives,Graduate,9
2006/07,South and Central Asia,Maldives,Non-Degree,0
2006/07,South and Central Asia,Maldives,OPT,0
2006/07,South and Central Asia,Maldives,Undergraduate,17
2006/07,South and Central Asia,Nepal,Graduate,2033
2006/07,South and Central Asia,Nepal,Non-Degree,107
2006/07,South and Central Asia,Nepal,OPT,427
2006/07,South and Central Asia,Nepal,Undergraduate,5187
2006/07,South and Central Asia,Pakistan,Graduate,1997
2006/07,South and Central Asia,Pakistan,Non-Degree,91
2006/07,South and Central Asia,Pakistan,OPT,487
2006/07,South and Central Asia,Pakistan,Undergraduate,2826
2006/07,South and Central Asia,"South and Central Asia, Unspecified",Graduate,0
2006/07,South and Central Asia,"South and Central Asia, Unspecified",Non-Degree,0
2006/07,South and Central Asia,"South and Central Asia, Unspecified",OPT,0
2006/07,South and Central Asia,"South and Central Asia, Unspecified",Undergraduate,0
2006/07,South and Central Asia,Sri Lanka,Graduate,1090
2006/07,South and Central Asia,Sri Lanka,Non-Degree,25
2006/07,South and Central Asia,Sri Lanka,OPT,184
2006/07,South and Central Asia,Sri Lanka,Undergraduate,1074
2006/07,South and Central Asia,Tajikistan,Graduate,44
2006/07,South and Central Asia,Tajikistan,Non-Degree,35
2006/07,South and Central Asia,Tajikistan,OPT,3
2006/07,South and Central Asia,Tajikistan,Undergraduate,82
2006/07,South and Central Asia,Turkmenistan,Graduate,50
2006/07,South and Central Asia,Turkmenistan,Non-Degree,4
2006/07,South and Central Asia,Turkmenistan,OPT,5
2006/07,South and Central Asia,Turkmenistan,Undergraduate,84
2006/07,South and Central Asia,Uzbekistan,Graduate,233
2006/07,South and Central Asia,Uzbekistan,Non-Degree,35
2006/07,South and Central Asia,Uzbekistan,OPT,44
2006/07,South and Central Asia,Uzbekistan,Undergraduate,269
2006/07,Southeast Asia,Brunei,Graduate,9
2006/07,Southeast Asia,Brunei,Non-Degree,1
2006/07,Southeast Asia,Brunei,OPT,1
2006/07,Southeast Asia,Brunei,Undergraduate,13
2006/07,Southeast Asia,Burma/Myanmar,Graduate,142
2006/07,Southeast Asia,Burma/Myanmar,Non-Degree,14
2006/07,Southeast Asia,Burma/Myanmar,OPT,52
2006/07,Southeast Asia,Burma/Myanmar,Undergraduate,417
2006/07,Southeast Asia,Cambodia,Graduate,89
2006/07,Southeast Asia,Cambodia,Non-Degree,21
2006/07,Southeast Asia,Cambodia,OPT,15
2006/07,Southeast Asia,Cambodia,Undergraduate,204
2006/07,Southeast Asia,Indonesia,Graduate,1709
2006/07,Southeast Asia,Indonesia,Non-Degree,138
2006/07,Southeast Asia,Indonesia,OPT,908
2006/07,Southeast Asia,Indonesia,Undergraduate,4583
2006/07,Southeast Asia,Laos,Graduate,21
2006/07,Southeast Asia,Laos,Non-Degree,4
2006/07,Southeast Asia,Laos,OPT,1
2006/07,Southeast Asia,Laos,Undergraduate,19
2006/07,Southeast Asia,Malaysia,Graduate,1288
2006/07,Southeast Asia,Malaysia,Non-Degree,74
2006/07,Southeast Asia,Malaysia,OPT,581
2006/07,Southeast Asia,Malaysia,Undergraduate,3338
2006/07,Southeast Asia,Philippines,Graduate,1350
2006/07,Southeast Asia,Philippines,Non-Degree,81
2006/07,Southeast Asia,Philippines,OPT,264
2006/07,Southeast Asia,Philippines,Undergraduate,2035
2006/07,Southeast Asia,Singapore,Graduate,1305
2006/07,Southeast Asia,Singapore,Non-Degree,140
2006/07,Southeast Asia,Singapore,OPT,361
2006/07,Southeast Asia,Singapore,Undergraduate,1899
2006/07,Southeast Asia,"Southeast Asia, Unspecified",Graduate,0
2006/07,Southeast Asia,"Southeast Asia, Unspecified",Non-Degree,0
2006/07,Southeast Asia,"Southeast Asia, Unspecified",OPT,0
2006/07,Southeast Asia,"Southeast Asia, Unspecified",Undergraduate,0
2006/07,Southeast Asia,Thailand,Graduate,5149
2006/07,Southeast Asia,Thailand,Non-Degree,660
2006/07,Southeast Asia,Thailand,OPT,733
2006/07,Southeast Asia,Thailand,Undergraduate,2344
2006/07,Southeast Asia,TimorLeste,Graduate,1
2006/07,Southeast Asia,TimorLeste,Non-Degree,1
2006/07,Southeast Asia,TimorLeste,OPT,8
2006/07,Southeast Asia,TimorLeste,Undergraduate,6
2006/07,Southeast Asia,Vietnam,Graduate,1344
2006/07,Southeast Asia,Vietnam,Non-Degree,371
2006/07,Southeast Asia,Vietnam,OPT,199
2006/07,Southeast Asia,Vietnam,Undergraduate,4122
2006/07,Southern Africa,Angola,Graduate,45
2006/07,Southern Africa,Angola,Non-Degree,78
2006/07,Southern Africa,Angola,OPT,12
2006/07,Southern Africa,Angola,Undergraduate,307
2006/07,Southern Africa,Botswana,Graduate,104
2006/07,Southern Africa,Botswana,Non-Degree,4
2006/07,Southern Africa,Botswana,OPT,23
2006/07,Southern Africa,Botswana,Undergraduate,96
2006/07,Southern Africa,Comoros,Graduate,13
2006/07,Southern Africa,Comoros,Non-Degree,5
2006/07,Southern Africa,Comoros,OPT,0
2006/07,Southern Africa,Comoros,Undergraduate,21
2006/07,Southern Africa,Eswatini,Graduate,28
2006/07,Southern Africa,Eswatini,Non-Degree,2
2006/07,Southern Africa,Eswatini,OPT,7
2006/07,Southern Africa,Eswatini,Undergraduate,77
2006/07,Southern Africa,Lesotho,Graduate,23
2006/07,Southern Africa,Lesotho,Non-Degree,2
2006/07,Southern Africa,Lesotho,OPT,0
2006/07,Southern Africa,Lesotho,Undergraduate,32
2006/07,Southern Africa,Madagascar,Graduate,43
2006/07,Southern Africa,Madagascar,Non-Degree,4
2006/07,Southern Africa,Madagascar,OPT,8
2006/07,Southern Africa,Madagascar,Undergraduate,81
2006/07,Southern Africa,Malawi,Graduate,99
2006/07,Southern Africa,Malawi,Non-Degree,4
2006/07,Southern Africa,Malawi,OPT,31
2006/07,Southern Africa,Malawi,Undergraduate,187
2006/07,Southern Africa,Mauritius,Graduate,64
2006/07,Southern Africa,Mauritius,Non-Degree,6
2006/07,Southern Africa,Mauritius,OPT,21
2006/07,Southern Africa,Mauritius,Undergraduate,114
2006/07,Southern Africa,Mozambique,Graduate,34
2006/07,Southern Africa,Mozambique,Non-Degree,6
2006/07,Southern Africa,Mozambique,OPT,5
2006/07,Southern Africa,Mozambique,Undergraduate,35
2006/07,Southern Africa,Namibia,Graduate,18
2006/07,Southern Africa,Namibia,Non-Degree,1
2006/07,Southern Africa,Namibia,OPT,5
2006/07,Southern Africa,Namibia,Undergraduate,37
2006/07,Southern Africa,Reunion,Graduate,4
2006/07,Southern Africa,Reunion,Non-Degree,0
2006/07,Southern Africa,Reunion,OPT,0
2006/07,Southern Africa,Reunion,Undergraduate,2
2006/07,Southern Africa,South Africa,Graduate,542
2006/07,Southern Africa,South Africa,Non-Degree,66
2006/07,Southern Africa,South Africa,OPT,111
2006/07,Southern Africa,South Africa,Undergraduate,946
2006/07,Southern Africa,"Southern Africa, Unspecified",Graduate,0
2006/07,Southern Africa,"Southern Africa, Unspecified",Non-Degree,0
2006/07,Southern Africa,"Southern Africa, Unspecified",OPT,0
2006/07,Southern Africa,"Southern Africa, Unspecified",Undergraduate,0
2006/07,Southern Africa,Zambia,Graduate,187
2006/07,Southern Africa,Zambia,Non-Degree,12
2006/07,Southern Africa,Zambia,OPT,55
2006/07,Southern Africa,Zambia,Undergraduate,622
2006/07,Southern Africa,Zimbabwe,Graduate,383
2006/07,Southern Africa,Zimbabwe,Non-Degree,31
2006/07,Southern Africa,Zimbabwe,OPT,129
2006/07,Southern Africa,Zimbabwe,Undergraduate,975
2006/07,Stateless,Stateless,Graduate,0
2006/07,Stateless,Stateless,Non-Degree,0
2006/07,Stateless,Stateless,OPT,0
2006/07,Stateless,Stateless,Undergraduate,0
2006/07,West Africa,Benin,Graduate,73
2006/07,West Africa,Benin,Non-Degree,26
2006/07,West Africa,Benin,OPT,12
2006/07,West Africa,Benin,Undergraduate,142
2006/07,West Africa,Burkina Faso,Graduate,71
2006/07,West Africa,Burkina Faso,Non-Degree,51
2006/07,West Africa,Burkina Faso,OPT,24
2006/07,West Africa,Burkina Faso,Undergraduate,277
2006/07,West Africa,Cabo Verde,Graduate,8
2006/07,West Africa,Cabo Verde,Non-Degree,1
2006/07,West Africa,Cabo Verde,OPT,1
2006/07,West Africa,Cabo Verde,Undergraduate,66
2006/07,West Africa,Côte d’Ivoire,Graduate,136
2006/07,West Africa,Côte d’Ivoire,Non-Degree,44
2006/07,West Africa,Côte d’Ivoire,OPT,47
2006/07,West Africa,Côte d’Ivoire,Undergraduate,430
2006/07,West Africa,"Gambia, The",Graduate,49
2006/07,West Africa,"Gambia, The",Non-Degree,5
2006/07,West Africa,"Gambia, The",OPT,8
2006/07,West Africa,"Gambia, The",Undergraduate,310
2006/07,West Africa,Ghana,Graduate,1284
2006/07,West Africa,Ghana,Non-Degree,48
2006/07,West Africa,Ghana,OPT,258
2006/07,West Africa,Ghana,Undergraduate,1371
2006/07,West Africa,Guinea,Graduate,22
2006/07,West Africa,Guinea,Non-Degree,18
2006/07,West Africa,Guinea,OPT,14
2006/07,West Africa,Guinea,Undergraduate,127
2006/07,West Africa,GuineaBissau,Graduate,2
2006/07,West Africa,GuineaBissau,Non-Degree,0
2006/07,West Africa,GuineaBissau,OPT,0
2006/07,West Africa,GuineaBissau,Undergraduate,17
2006/07,West Africa,Liberia,Graduate,66
2006/07,West Africa,Liberia,Non-Degree,5
2006/07,West Africa,Liberia,OPT,8
2006/07,West Africa,Liberia,Undergraduate,257
2006/07,West Africa,Mali,Graduate,84
2006/07,West Africa,Mali,Non-Degree,86
2006/07,West Africa,Mali,OPT,21
2006/07,West Africa,Mali,Undergraduate,264
2006/07,West Africa,Mauritania,Graduate,14
2006/07,West Africa,Mauritania,Non-Degree,2
2006/07,West Africa,Mauritania,OPT,4
2006/07,West Africa,Mauritania,Undergraduate,44
2006/07,West Africa,Niger,Graduate,63
2006/07,West Africa,Niger,Non-Degree,14
2006/07,West Africa,Niger,OPT,7
2006/07,West Africa,Niger,Undergraduate,174
2006/07,West Africa,Nigeria,Graduate,1820
2006/07,West Africa,Nigeria,Non-Degree,71
2006/07,West Africa,Nigeria,OPT,483
2006/07,West Africa,Nigeria,Undergraduate,3569
2006/07,West Africa,Saint Helena,Graduate,0
2006/07,West Africa,Saint Helena,Non-Degree,0
2006/07,West Africa,Saint Helena,OPT,0
2006/07,West Africa,Saint Helena,Undergraduate,0
2006/07,West Africa,Senegal,Graduate,181
2006/07,West Africa,Senegal,Non-Degree,30
2006/07,West Africa,Senegal,OPT,35
2006/07,West Africa,Senegal,Undergraduate,435
2006/07,West Africa,Sierra Leone,Graduate,81
2006/07,West Africa,Sierra Leone,Non-Degree,5
2006/07,West Africa,Sierra Leone,OPT,14
2006/07,West Africa,Sierra Leone,Undergraduate,199
2006/07,West Africa,Togo,Graduate,74
2006/07,West Africa,Togo,Non-Degree,16
2006/07,West Africa,Togo,OPT,15
2006/07,West Africa,Togo,Undergraduate,261
2006/07,West Africa,"West Africa, Unspecified",Graduate,0
2006/07,West Africa,"West Africa, Unspecified",Non-Degree,0
2006/07,West Africa,"West Africa, Unspecified",OPT,0
2006/07,West Africa,"West Africa, Unspecified",Undergraduate,0
2007/08,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Graduate,0
2007/08,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Non-Degree,0
2007/08,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",OPT,0
2007/08,"Africa, Subsaharan","Africa, Subsaharan, Unspecified",Undergraduate,0
2007/08,Asia,"Asia, Unspecified",Graduate,0
2007/08,Asia,"Asia, Unspecified",Non-Degree,0
2007/08,Asia,"Asia, Unspecified",OPT,0
2007/08,Asia,"Asia, Unspecified",Undergraduate,6
2007/08,Caribbean,Anguilla,Graduate,22
2007/08,Caribbean,Anguilla,Non-Degree,7
2007/08,Caribbean,Anguilla,OPT,6
2007/08,Caribbean,Anguilla,Undergraduate,58
2007/08,Caribbean,Antigua and Barbuda,Graduate,43
2007/08,Caribbean,Antigua and Barbuda,Non-Degree,4
2007/08,Caribbean,Antigua and Barbuda,OPT,5
2007/08,Caribbean,Antigua and Barbuda,Undergraduate,122
2007/08,Caribbean,Aruba,Graduate,18
2007/08,Caribbean,Aruba,Non-Degree,0
2007/08,Caribbean,Aruba,OPT,5
2007/08,Caribbean,Aruba,Undergraduate,45
2007/08,Caribbean,Bahamas,Graduate,289
2007/08,Caribbean,Bahamas,Non-Degree,11
2007/08,Caribbean,Bahamas,OPT,83
2007/08,Caribbean,Bahamas,Undergraduate,1159
2007/08,Caribbean,Barbados,Graduate,134
2007/08,Caribbean,Barbados,Non-Degree,8
2007/08,Caribbean,Barbados,OPT,29
2007/08,Caribbean,Barbados,Undergraduate,232
2007/08,Caribbean,Bermuda,Graduate,72
2007/08,Caribbean,Bermuda,Non-Degree,8
2007/08,Caribbean,Bermuda,OPT,12
2007/08,Caribbean,Bermuda,Undergraduate,329
2007/08,Caribbean,British Virgin Islands,Graduate,15
2007/08,Caribbean,British Virgin Islands,Non-Degree,2
2007/08,Caribbean,British Virgin Islands,OPT,6
2007/08,Caribbean,British Virgin Islands,Undergraduate,70
2007/08,Caribbean,"Caribbean, Unspecified",Graduate,1
2007/08,Caribbean,"Caribbean, Unspecified",Non-Degree,0
2007/08,Caribbean,"Caribbean, Unspecified",OPT,0
2007/08,Caribbean,"Caribbean, Unspecified",Undergraduate,1
2007/08,Caribbean,Cayman Islands,Graduate,21
2007/08,Caribbean,Cayman Islands,Non-Degree,1
2007/08,Caribbean,Cayman Islands,OPT,3
2007/08,Caribbean,Cayman Islands,Undergraduate,136
2007/08,Caribbean,Cuba,Graduate,32
2007/08,Caribbean,Cuba,Non-Degree,1
2007/08,Caribbean,Cuba,OPT,4
2007/08,Caribbean,Cuba,Undergraduate,45
2007/08,Caribbean,Dominica,Graduate,65
2007/08,Caribbean,Dominica,Non-Degree,1
2007/08,Caribbean,Dominica,OPT,22
2007/08,Caribbean,Dominica,Undergraduate,140
2007/08,Caribbean,Dominican Republic,Graduate,292
2007/08,Caribbean,Dominican Republic,Non-Degree,96
2007/08,Caribbean,Dominican Republic,OPT,44
2007/08,Caribbean,Dominican Republic,Undergraduate,727
2007/08,Caribbean,Grenada,Graduate,46
2007/08,Caribbean,Grenada,Non-Degree,3
2007/08,Caribbean,Grenada,OPT,28
2007/08,Caribbean,Grenada,Undergraduate,161
2007/08,Caribbean,Guadeloupe,Graduate,1
2007/08,Caribbean,Guadeloupe,Non-Degree,0
2007/08,Caribbean,Guadeloupe,OPT,0
2007/08,Caribbean,Guadeloupe,Undergraduate,5
2007/08,Caribbean,Haiti,Graduate,134
2007/08,Caribbean,Haiti,Non-Degree,47
2007/08,Caribbean,Haiti,OPT,29
2007/08,Caribbean,Haiti,Undergraduate,662
2007/08,Caribbean,Jamaica,Graduate,1235
2007/08,Caribbean,Jamaica,Non-Degree,56
2007/08,Caribbean,Jamaica,OPT,237
2007/08,Caribbean,Jamaica,Undergraduate,2343
2007/08,Caribbean,Martinique,Graduate,4
2007/08,Caribbean,Martinique,Non-Degree,0
2007/08,Caribbean,Martinique,OPT,0
2007/08,Caribbean,Martinique,Undergraduate,1
2007/08,Caribbean,Montserrat,Graduate,2
2007/08,Caribbean,Montserrat,Non-Degree,0
2007/08,Caribbean,Montserrat,OPT,6
2007/08,Caribbean,Montserrat,Undergraduate,8
2007/08,Caribbean,Netherlands Antilles,Graduate,60
2007/08,Caribbean,Netherlands Antilles,Non-Degree,11
2007/08,Caribbean,Netherlands Antilles,OPT,11
2007/08,Caribbean,Netherlands Antilles,Undergraduate,151
2007/08,Caribbean,St. Kitts and Nevis,Graduate,47
2007/08,Caribbean,St. Kitts and Nevis,Non-Degree,4
2007/08,Caribbean,St. Kitts and Nevis,OPT,12
2007/08,Caribbean,St. Kitts and Nevis,Undergraduate,176
2007/08,Caribbean,St. Lucia,Graduate,89
2007/08,Caribbean,St. Lucia,Non-Degree,0
2007/08,Caribbean,St. Lucia,OPT,27
2007/08,Caribbean,St. Lucia,Undergraduate,203
2007/08,Caribbean,St. Vincent and the Grenadines,Graduate,30
2007/08,Caribbean,St. Vincent and the Grenadines,Non-Degree,4
2007/08,Caribbean,St. Vincent and the Grenadines,OPT,10
2007/08,Caribbean,St. Vincent and the Grenadines,Undergraduate,82
2007/08,Caribbean,Trinidad and Tobago,Graduate,715
2007/08,Caribbean,Trinidad and Tobago,Non-Degree,18
2007/08,Caribbean,Trinidad and Tobago,OPT,177
2007/08,Caribbean,Trinidad and Tobago,Undergraduate,1730
2007/08,Caribbean,Turks and Caicos,Graduate,12
2007/08,Caribbean,Turks and Caicos,Non-Degree,4
2007/08,Caribbean,Turks and Caicos,OPT,0
2007/08,Caribbean,Turks and Caicos,Undergraduate,153
2007/08,Central Africa,Cameroon,Graduate,519
2007/08,Central Africa,Cameroon,Non-Degree,49
2007/08,Central Africa,Cameroon,OPT,65
2007/08,Central Africa,Cameroon,Undergraduate,1258
2007/08,Central Africa,"Central Africa, Unspecified",Graduate,0
2007/08,Central Africa,"Central Africa, Unspecified",Non-Degree,0
2007/08,Central Africa,"Central Africa, Unspecified",OPT,0
2007/08,Central Africa,"Central Africa, Unspecified",Undergraduate,0
2007/08,Central Africa,Central African Republic,Graduate,6
2007/08,Central Africa,Central African Republic,Non-Degree,4
2007/08,Central Africa,Central African Republic,OPT,3
2007/08,Central Africa,Central African Republic,Undergraduate,34
2007/08,Central Africa,Chad,Graduate,23
2007/08,Central Africa,Chad,Non-Degree,12
2007/08,Central Africa,Chad,OPT,5
2007/08,Central Africa,Chad,Undergraduate,87
2007/08,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Graduate,64
2007/08,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Non-Degree,16
2007/08,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",OPT,13
2007/08,Central Africa,"Congo, Dem. Rep. of the (Kinshasa)",Undergraduate,189
2007/08,Central Africa,"Congo, Republic of the (Brazzaville)",Graduate,38
2007/08,Central Africa,"Congo, Republic of the (Brazzaville)",Non-Degree,12
2007/08,Central Africa,"Congo, Republic of the (Brazzaville)",OPT,5
2007/08,Central Africa,"Congo, Republic of the (Brazzaville)",Undergraduate,95
2007/08,Central Africa,Equatorial Guinea,Graduate,9
2007/08,Central Africa,Equatorial Guinea,Non-Degree,3
2007/08,Central Africa,Equatorial Guinea,OPT,2
2007/08,Central Africa,Equatorial Guinea,Undergraduate,84
2007/08,Central Africa,Gabon,Graduate,31
2007/08,Central Africa,Gabon,Non-Degree,19
2007/08,Central Africa,Gabon,OPT,5
2007/08,Central Africa,Gabon,Undergraduate,248
2007/08,Central Africa,São Tomé and Príncipe,Graduate,0
2007/08,Central Africa,São Tomé and Príncipe,Non-Degree,2
2007/08,Central Africa,São Tomé and Príncipe,OPT,0
2007/08,Central Africa,São Tomé and Príncipe,Undergraduate,2
2007/08,East Africa,Burundi,Graduate,17
2007/08,East Africa,Burundi,Non-Degree,1
2007/08,East Africa,Burundi,OPT,4
2007/08,East Africa,Burundi,Undergraduate,65
2007/08,East Africa,Djibouti,Graduate,0
2007/08,East Africa,Djibouti,Non-Degree,0
2007/08,East Africa,Djibouti,OPT,0
2007/08,East Africa,Djibouti,Undergraduate,5
2007/08,East Africa,"East Africa, Unspecified",Graduate,0
2007/08,East Africa,"East Africa, Unspecified",Non-Degree,0
2007/08,East Africa,"East Africa, Unspecified",OPT,0
2007/08,East Africa,"East Africa, Unspecified",Undergraduate,0
2007/08,East Africa,Eritrea,Graduate,95
2007/08,East Africa,Eritrea,Non-Degree,7
2007/08,East Africa,Eritrea,OPT,16
2007/08,East Africa,Eritrea,Undergraduate,45
2007/08,East Africa,Ethiopia,Graduate,375
2007/08,East Africa,Ethiopia,Non-Degree,48
2007/08,East Africa,Ethiopia,OPT,61
2007/08,East Africa,Ethiopia,Undergraduate,832
2007/08,East Africa,Kenya,Graduate,1679
2007/08,East Africa,Kenya,Non-Degree,93
2007/08,East Africa,Kenya,OPT,372
2007/08,East Africa,Kenya,Undergraduate,3694
2007/08,East Africa,Rwanda,Graduate,93
2007/08,East Africa,Rwanda,Non-Degree,12
2007/08,East Africa,Rwanda,OPT,14
2007/08,East Africa,Rwanda,Undergraduate,151
2007/08,East Africa,Seychelles,Graduate,2
2007/08,East Africa,Seychelles,Non-Degree,1
2007/08,East Africa,Seychelles,OPT,1
2007/08,East Africa,Seychelles,Undergraduate,4
2007/08,East Africa,Somalia,Graduate,5
2007/08,East Africa,Somalia,Non-Degree,5
2007/08,East Africa,Somalia,OPT,0
2007/08,East Africa,Somalia,Undergraduate,27
2007/08,East Africa,Sudan,Graduate,76
2007/08,East Africa,Sudan,Non-Degree,11
2007/08,East Africa,Sudan,OPT,7
2007/08,East Africa,Sudan,Undergraduate,130
2007/08,East Africa,Tanzania,Graduate,370
2007/08,East Africa,Tanzania,Non-Degree,20
2007/08,East Africa,Tanzania,OPT,75
2007/08,East Africa,Tanzania,Undergraduate,727
2007/08,East Africa,Uganda,Graduate,364
2007/08,East Africa,Uganda,Non-Degree,8
2007/08,East Africa,Uganda,OPT,49
2007/08,East Africa,Uganda,Undergraduate,348
2007/08,East Asia,China,Graduate,53047
2007/08,East Asia,China,Non-Degree,3912
2007/08,East Asia,China,OPT,7718
2007/08,East Asia,China,Undergraduate,16450
2007/08,East Asia,"East Asia, Unspecified",Graduate,0
2007/08,East Asia,"East Asia, Unspecified",Non-Degree,0
2007/08,East Asia,"East Asia, Unspecified",OPT,0
2007/08,East Asia,"East Asia, Unspecified",Undergraduate,0
2007/08,East Asia,Hong Kong,Graduate,1501
